Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,Seed
SVC_Linear,0.9375,0.9375,0.95,0.9375,0.9365079365079364,0.92147859824173,0.8590769230769231,0.0646783575922302,0.0347437858581543,3
SVC_RBF,0.9375,0.9375,0.95,0.9375,0.9365079365079364,0.92147859824173,0.8821538461538461,0.0566153846153846,0.0346477031707763,3
StackingEnsemble,0.9375,0.9375,0.95,0.9375,0.9365079365079364,0.92147859824173,0.8667692307692307,0.069374892718079,4.650177240371704,3
KNN_5,0.9375,0.9375,0.95,0.9375,0.9365079365079364,0.92147859824173,0.844,0.033460742696108,0.0685722827911377,3
ExtraTrees,0.90625,0.90625,0.9166666666666666,0.90625,0.9054621848739496,0.8784381271934221,0.8203076923076923,0.0308061317188524,1.0097160339355469,3
SGDClassifier,0.90625,0.90625,0.931818181818182,0.90625,0.902834008097166,0.8854377448471462,0.828,0.0199976329960269,0.0644371509552002,3
LinearSVC,0.90625,0.90625,0.9222222222222224,0.90625,0.9051353874883286,0.8807528561790454,0.8587692307692307,0.0418778160759362,0.2160921096801757,3
LogisticRegression_L1,0.90625,0.90625,0.931818181818182,0.90625,0.902834008097166,0.8854377448471462,0.8587692307692307,0.0693462285080019,0.0510866641998291,3
VotingEnsemble,0.90625,0.90625,0.9166666666666666,0.90625,0.9054621848739496,0.8784381271934221,0.8116923076923076,0.0487146017743705,1.9293107986450195,3
LogisticRegression_L2,0.90625,0.90625,0.931818181818182,0.90625,0.902834008097166,0.8854377448471462,0.8584615384615384,0.0655680684299388,0.0317177772521972,3
LogisticRegression_ElasticNet,0.90625,0.90625,0.931818181818182,0.90625,0.902834008097166,0.8854377448471462,0.8664615384615384,0.0545874251293145,0.0517809391021728,3
NuSVC,0.90625,0.90625,0.9166666666666666,0.90625,0.9054621848739496,0.8784381271934221,0.8664615384615384,0.060564601921561,0.0366914272308349,3
Bagging,0.875,0.875,0.8740079365079365,0.875,0.8727941176470588,0.8344205266636646,0.788923076923077,0.0717220143141428,6.106774568557739,3
KNN_7,0.875,0.875,0.8770833333333334,0.875,0.8695436507936508,0.837707816583391,0.8283076923076923,0.0389883915358945,0.0604736804962158,3
CatBoost,0.875,0.875,0.8819444444444444,0.875,0.8723739495798319,0.8366077401842115,0.0,0.0,0.9251711368560792,3
QDA,0.875,0.875,0.8875,0.875,0.8740079365079365,0.837707816583391,0.7658461538461537,0.0729457932810141,0.0267555713653564,3
PassiveAggressive,0.875,0.875,0.8833333333333333,0.875,0.873015873015873,0.837707816583391,0.8273846153846154,0.0430593370696268,0.0645759105682373,3
KNN_3,0.875,0.875,0.904040404040404,0.875,0.8624871001031991,0.8478078067985948,0.8363076923076923,0.0270454362379639,0.0482318401336669,3
NearestCentroid,0.875,0.875,0.8944444444444445,0.875,0.8757236227824463,0.8388122439800432,0.8430769230769231,0.0632006291632228,0.0289051532745361,3
GaussianNB,0.875,0.875,0.8972222222222221,0.875,0.8773576097105509,0.8388122439800432,0.8818461538461537,0.0676881117580685,0.0283036231994628,3
DecisionTree,0.84375,0.84375,0.8473214285714286,0.84375,0.8409722222222222,0.7947773531750009,0.712,0.1002264890756233,0.0391693115234375,3
RandomForest,0.84375,0.84375,0.8517857142857143,0.84375,0.8430555555555557,0.7947773531750009,0.836,0.0291188139429439,1.3046393394470217,3
SVC_Poly,0.84375,0.84375,0.8809523809523809,0.84375,0.8476190476190477,0.8032552181511441,0.7966153846153846,0.04707189515634,0.028353214263916,3
LDA,0.84375,0.84375,0.8813131313131313,0.84375,0.8451456696038739,0.8021806287494233,0.7966153846153846,0.0460347180535755,0.0276179313659667,3
RidgeClassifier,0.84375,0.84375,0.875,0.84375,0.8423076923076922,0.8011103405759895,0.8039999999999999,0.0521499885117451,0.0320401191711425,3
Perceptron,0.84375,0.84375,0.8762626262626263,0.84375,0.8330753353973168,0.805417416458665,0.8427692307692307,0.0527887382646522,0.0673744678497314,3
MLP_Large,0.84375,0.84375,0.8472222222222222,0.84375,0.833584715937657,0.7989825537092421,0.8126153846153846,0.0280726024072788,0.4452016353607178,3
HistGradientBoosting,0.8125,0.8125,0.8541666666666666,0.8125,0.8131410256410256,0.7630270261187353,0.7652307692307693,0.0279577026254782,1.874478101730347,3
XGBoost,0.78125,0.78125,0.8083333333333333,0.78125,0.7817460317460317,0.7158291329065412,0.7886153846153846,0.0596050115044842,0.9436872005462646,3
GradientBoosting,0.78125,0.78125,0.8333333333333333,0.78125,0.7830639948287008,0.7225869414717834,0.7424615384615384,0.0511880163490585,2.7695765495300293,3
ExtraTree,0.71875,0.71875,0.7847222222222222,0.71875,0.7084224598930482,0.6428243465332251,0.6556923076923077,0.1102139930333486,0.0259974002838134,3
MLP_Medium,0.6875,0.6875,0.7074175824175825,0.6875,0.6785714285714286,0.5966908442982777,0.7661538461538461,0.0940552525515953,0.3195686340332031,3
MLP_L2,0.6875,0.6875,0.7074175824175825,0.6875,0.6785714285714286,0.5966908442982777,0.7661538461538461,0.0940552525515953,0.321671724319458,3
AdaBoost,0.5625,0.5625,0.6666666666666666,0.5625,0.5674325674325674,0.4600437062282361,0.7264615384615386,0.0693530543944976,0.6230525970458984,3
GaussianProcess,0.46875,0.46875,0.2543290043290043,0.46875,0.322141560798548,0.3760507165451774,0.2421538461538461,0.0141538461538461,1.150902271270752,3
DummyStratified,0.3125,0.3125,0.3178571428571428,0.3125,0.3031801531801532,0.0861860827177143,0.2809230769230769,0.0428079514816952,0.0289583206176757,3
MLP_Small,0.25,0.25,0.064516129032258,0.25,0.1025641025641025,0.0,0.3212307692307692,0.1183171947769285,0.1964688301086425,3
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2344615384615384,0.0045221349097535,0.0172798633575439,3
KNN_5,0.96875,0.96875,0.9722222222222222,0.96875,0.9686274509803922,0.9595836056632144,0.8667692307692307,0.0537854602996476,0.060662031173706,5
KNN_3,0.96875,0.96875,0.9722222222222222,0.96875,0.9686274509803922,0.9595836056632144,0.8356923076923076,0.0302635367530751,0.0507154464721679,5
MLP_Large,0.96875,0.96875,0.9722222222222222,0.96875,0.9686274509803922,0.9595836056632144,0.7335384615384615,0.1001886977055246,0.3080918788909912,5
LinearSVC,0.9375,0.9375,0.9409722222222222,0.9375,0.9373774509803922,0.9178625793300312,0.8667692307692307,0.0474644681803659,0.216259479522705,5
StackingEnsemble,0.9375,0.9375,0.95,0.9375,0.9388888888888888,0.9202685142026326,0.858153846153846,0.0665526441087792,4.677892446517944,5
RidgeClassifier,0.90625,0.90625,0.9166666666666666,0.90625,0.907843137254902,0.8772875856031493,0.8676923076923077,0.0380469967868298,0.0321440696716308,5
SVC_Linear,0.90625,0.90625,0.9131944444444444,0.90625,0.9079656862745098,0.8761415529968479,0.8510769230769231,0.0467388565335008,0.0306949615478515,5
VotingEnsemble,0.875,0.875,0.8740079365079365,0.875,0.8727941176470588,0.8344205266636646,0.8513846153846154,0.030391527938131,1.9261119365692136,5
XGBoost,0.875,0.875,0.8809523809523809,0.875,0.8745098039215686,0.8355119862887136,0.7953846153846155,0.0801418860115677,0.9427218437194824,5
Perceptron,0.875,0.875,0.875,0.875,0.8697478991596639,0.8366077401842115,0.8043076923076923,0.0747090609429823,0.0601303577423095,5
ExtraTrees,0.875,0.875,0.875,0.875,0.875,0.8333333333333334,0.8513846153846154,0.0168417626872664,0.9940860271453856,5
AdaBoost,0.875,0.875,0.8944444444444444,0.875,0.8757236227824463,0.8388122439800432,0.7504615384615384,0.0365157014132844,0.5873885154724121,5
MLP_L2,0.875,0.875,0.8972222222222221,0.875,0.8773576097105509,0.8388122439800432,0.7652307692307692,0.0893240891328217,0.3296887874603271,5
LogisticRegression_L2,0.875,0.875,0.8774801587301587,0.875,0.8746323529411765,0.8344205266636646,0.8815384615384614,0.0680410596538337,0.0290093421936035,5
KNN_7,0.875,0.875,0.875,0.875,0.8697478991596639,0.8366077401842115,0.8584615384615384,0.0750163690223792,0.0653200149536132,5
NuSVC,0.875,0.875,0.875,0.875,0.875,0.8333333333333334,0.8664615384615384,0.060564601921561,0.0322327613830566,5
SVC_RBF,0.875,0.875,0.875,0.875,0.875,0.8333333333333334,0.8738461538461537,0.0697654566021841,0.028740644454956,5
LogisticRegression_ElasticNet,0.875,0.875,0.89375,0.875,0.8774801587301587,0.837707816583391,0.8427692307692307,0.0581237203205827,0.0449137687683105,5
MLP_Medium,0.875,0.875,0.8972222222222221,0.875,0.8773576097105509,0.8388122439800432,0.7652307692307692,0.0893240891328217,0.3419079780578613,5
LDA,0.875,0.875,0.8819444444444444,0.875,0.8767156862745098,0.8344205266636646,0.836,0.0579622403101808,0.028571605682373,5
LogisticRegression_L1,0.875,0.875,0.8854166666666666,0.875,0.8742121848739497,0.8366077401842115,0.8670769230769231,0.019764291511079,0.0781004428863525,5
RandomForest,0.84375,0.84375,0.8517857142857144,0.84375,0.8430555555555556,0.7947773531750009,0.8433846153846154,0.0268663137882376,1.3061540126800537,5
CatBoost,0.84375,0.84375,0.85625,0.84375,0.8427579365079365,0.7958224257542214,0.0,0.0,0.7908308506011963,5
NearestCentroid,0.84375,0.84375,0.8580357142857142,0.84375,0.8465277777777778,0.7947773531750009,0.8504615384615384,0.0652597903512292,0.0276541709899902,5
Bagging,0.84375,0.84375,0.841765873015873,0.84375,0.8412990196078431,0.7926995003304814,0.7729230769230769,0.0595255402397021,6.143099308013916,5
PassiveAggressive,0.84375,0.84375,0.84375,0.84375,0.8384978991596639,0.7947773531750009,0.8510769230769231,0.0535985516010256,0.0656752586364746,5
SGDClassifier,0.84375,0.84375,0.8659722222222223,0.84375,0.8407962543991956,0.7989825537092421,0.8276923076923076,0.0478162162089847,0.0750977993011474,5
GaussianNB,0.84375,0.84375,0.8555555555555556,0.84375,0.8416433239962651,0.796871631781041,0.858153846153846,0.0749178642950567,0.0261693000793457,5
GradientBoosting,0.8125,0.8125,0.8198412698412698,0.8125,0.8083099906629319,0.7549310195820389,0.7966153846153846,0.0520664118468283,2.8001060485839844,5
DecisionTree,0.8125,0.8125,0.8590909090909091,0.8125,0.8064327485380117,0.7650920556760059,0.7418461538461539,0.0805037394846097,0.0391445159912109,5
HistGradientBoosting,0.8125,0.8125,0.8131944444444446,0.8125,0.8007007290095526,0.756930840356124,0.7415384615384616,0.0436120606520664,1.9030673503875728,5
QDA,0.78125,0.78125,0.8207070707070707,0.78125,0.786156567890314,0.7167829363048327,0.7316923076923076,0.148388104596692,0.027933120727539,5
ExtraTree,0.71875,0.71875,0.753030303030303,0.71875,0.7215448122568866,0.6333004963811236,0.703076923076923,0.0309073821633173,0.0270845890045166,5
SVC_Poly,0.71875,0.71875,0.8250000000000001,0.71875,0.7373387482083135,0.6537204504606134,0.6793846153846154,0.0651959268339644,0.0331156253814697,5
MLP_Small,0.59375,0.59375,0.4792542016806722,0.59375,0.5120833333333333,0.5092920079978712,0.4532307692307692,0.0408385477490143,0.1221804618835449,5
GaussianProcess,0.4375,0.4375,0.3269230769230769,0.4375,0.3319327731092437,0.392232270276368,0.3369230769230769,0.1243244467003062,1.2190101146697998,5
DummyStratified,0.28125,0.28125,0.2658730158730158,0.28125,0.2725490196078431,0.0417755993144356,0.2418461538461538,0.0898092653461313,0.0169987678527832,5
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2344615384615384,0.0045221349097535,0.0168561935424804,5
LogisticRegression_L2,0.90625,0.90625,0.9131944444444444,0.90625,0.903623949579832,0.8784381271934221,0.891076923076923,0.0373488274413347,0.0303459167480468,42
AdaBoost,0.875,0.875,0.8784722222222222,0.875,0.8748774509803922,0.8344205266636646,0.7661538461538461,0.0792867613952315,0.5797197818756104,42
KNN_5,0.875,0.875,0.8909722222222223,0.875,0.8685740321769733,0.8410342670623601,0.8904615384615384,0.0301695406566284,0.0637056827545166,42
LogisticRegression_ElasticNet,0.875,0.875,0.8875,0.875,0.8740079365079365,0.837707816583391,0.868,0.0618331406133192,0.0312137603759765,42
LogisticRegression_L1,0.875,0.875,0.8909722222222223,0.875,0.8685740321769733,0.8410342670623601,0.8753846153846153,0.066393127184055,0.0477924346923828,42
KNN_3,0.875,0.875,0.8770833333333334,0.875,0.8695436507936508,0.837707816583391,0.9138461538461538,0.0296568141785144,0.0522873401641845,42
ExtraTrees,0.84375,0.84375,0.8448412698412698,0.84375,0.8360877684407095,0.796871631781041,0.8830769230769231,0.0337621334753113,0.9912159442901612,42
LinearSVC,0.84375,0.84375,0.8693181818181819,0.84375,0.840334008097166,0.8011103405759895,0.8987692307692307,0.0534836147003932,0.2119028568267822,42
Perceptron,0.8125,0.8125,0.8450126262626263,0.8125,0.8018253353973168,0.7630270261187353,0.844,0.0546931191111506,0.0658001899719238,42
GaussianNB,0.8125,0.8125,0.8541666666666666,0.8125,0.8041666666666667,0.7661308776828738,0.8753846153846153,0.0567856970073924,0.0282456874847412,42
KNN_7,0.8125,0.8125,0.8416666666666666,0.8125,0.8022875816993464,0.7609786277221365,0.8433846153846153,0.0268663137882376,0.0617656707763671,42
SVC_Linear,0.8125,0.8125,0.8115079365079365,0.8125,0.8102941176470588,0.7509784739972982,0.8673846153846153,0.0516739894282602,0.0331618785858154,42
SGDClassifier,0.8125,0.8125,0.8450126262626263,0.8125,0.8018253353973168,0.7630270261187353,0.8510769230769231,0.068175895026922,0.0723524093627929,42
RidgeClassifier,0.8125,0.8125,0.8541666666666666,0.8125,0.8041666666666667,0.7661308776828738,0.8833846153846153,0.048194870703532,0.0304663181304931,42
VotingEnsemble,0.8125,0.8125,0.8405483405483406,0.8125,0.8087163610383423,0.7599605956573484,0.906153846153846,0.0407735846731752,1.8590397834777832,42
CatBoost,0.78125,0.78125,0.792063492063492,0.78125,0.7788982259570494,0.7129904073830368,0.0,0.0,0.8039324283599854,42
Bagging,0.78125,0.78125,0.7813492063492063,0.78125,0.773342670401494,0.7129904073830368,0.828923076923077,0.0753651466225853,6.162079334259033,42
RandomForest,0.78125,0.78125,0.7758928571428572,0.78125,0.7743055555555555,0.7111165791565798,0.8907692307692308,0.0457003359950358,1.2824294567108154,42
StackingEnsemble,0.78125,0.78125,0.7817460317460317,0.78125,0.7784313725490195,0.7101851883454066,0.8987692307692307,0.039143492661635,4.686689376831055,42
SVC_RBF,0.78125,0.78125,0.799702380952381,0.78125,0.7725961538461539,0.7206366357788055,0.891076923076923,0.0575754714374324,0.0336651802062988,42
NuSVC,0.78125,0.78125,0.799702380952381,0.78125,0.7725961538461539,0.7206366357788055,0.8753846153846153,0.0367817809286611,0.0320034027099609,42
QDA,0.75,0.75,0.746031746031746,0.75,0.7450980392156863,0.6684095890309709,0.7972307692307693,0.0434315076642311,0.0269882678985595,42
LDA,0.75,0.75,0.7694444444444445,0.75,0.7382999353587589,0.6800818272675608,0.868,0.0704165123184938,0.0279929637908935,42
MLP_L2,0.75,0.75,0.768452380952381,0.75,0.7413461538461539,0.6782462454388758,0.7510769230769231,0.0686119350633408,0.3256521224975586,42
NearestCentroid,0.75,0.75,0.7569444444444444,0.75,0.7416729512317748,0.6728274136498881,0.8830769230769231,0.0234129383135345,0.0295746326446533,42
MLP_Medium,0.75,0.75,0.768452380952381,0.75,0.7413461538461539,0.6782462454388758,0.7510769230769231,0.0686119350633408,0.3460981845855713,42
MLP_Large,0.71875,0.71875,0.7757575757575758,0.71875,0.6829033367733058,0.6463956203828575,0.7104615384615385,0.0744678954692645,0.3220865726470947,42
PassiveAggressive,0.71875,0.71875,0.79004329004329,0.71875,0.6842105263157896,0.6518659206234476,0.836923076923077,0.0548607705196694,0.0779557228088378,42
SVC_Poly,0.6875,0.6875,0.8176470588235294,0.6875,0.6835431235431235,0.6331018843045884,0.726769230769231,0.0641934944813554,0.0302960872650146,42
GradientBoosting,0.6875,0.6875,0.6924242424242424,0.6875,0.6726110147162779,0.5934654647590163,0.8206153846153846,0.0570733981909706,2.770284652709961,42
XGBoost,0.6875,0.6875,0.6904761904761905,0.6875,0.6862745098039216,0.5848583904020995,0.8596923076923076,0.0294389348919753,0.9426863193511964,42
HistGradientBoosting,0.6875,0.6875,0.7063492063492063,0.6875,0.6941176470588235,0.5848583904020995,0.8286153846153846,0.0622238752480715,1.860096454620361,42
DecisionTree,0.65625,0.65625,0.6666666666666666,0.65625,0.6565126050420169,0.5437950311197375,0.7738461538461537,0.0359618469752294,0.039771556854248,42
ExtraTree,0.59375,0.59375,0.634659090909091,0.59375,0.6028593117408907,0.4638007234913623,0.7276923076923076,0.1122802917048466,0.0288400650024414,42
GaussianProcess,0.53125,0.53125,0.5452380952380953,0.53125,0.4157088122605363,0.4733565147343953,0.3369230769230769,0.0906831403992093,1.7573637962341309,42
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2344615384615384,0.0045221349097535,0.0190825462341308,42
MLP_Small,0.21875,0.21875,0.0583333333333333,0.21875,0.0921052631578947,-0.1054092553389459,0.2344615384615384,0.0247419821451995,0.1285510063171386,42
DummyStratified,0.15625,0.15625,0.1357323232323232,0.15625,0.1445433436532507,-0.1271711710197892,0.212,0.1187923452995821,0.0144236087799072,42
